data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.02/target,200,600,0,6,6,0,0.0301508,1,17.0854,34,0.965,0.935,0.905
data/sip-instances/si/si2_bvg_b03m_800/si2_b03m_m800.04/pattern,160,187,0,2.3375,15,2.03066,0.0147013,1,5.47201,8,0.979141,0.936328,0.859531
data/sip-instances/si/si2_bvg_b03m_800/si2_b03m_m800.04/target,800,1200,0,3,18,1.56844,0.00375469,0,7.10882,15,0.992503,0.982988,0.960347
data/sip-instances/si/si2_bvg_b03m_800/si2_b03m_m800.03/pattern,160,182,0,2.275,20,2.69247,0.0143082,1,4.59678,6,0.979531,0.916953,0.821719
data/sip-instances/si/si2_bvg_b03m_800/si2_b03m_m800.03/target,800,1199,0,2.9975,20,1.66808,0.00375156,1,7.11067,15,0.995003,0.985081,0.962109
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.00/pattern,120,354,0,5.9,6,0.472582,0.0495798,1,13.7815,40,0.9425,0.894583,0.847917
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.00/target,200,600,0,6,6,0,0.0301508,1,17.0854,34,0.965,0.935,0.905
data/sip-instances/si/si2_bvg_b03m_800/si2_b03m_m800.01/pattern,160,187,0,2.3375,20,2.11509,0.0147013,1,4.83538,7,0.979141,0.933594,0.838203
data/sip-instances/si/si2_bvg_b03m_800/si2_b03m_m800.01/target,800,1200,0,3,20,1.63478,0.00375469,0,7.22943,18,0.992503,0.982772,0.960512
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.09/pattern,120,354,0,5.9,6,0.472582,0.0495798,1,13.7815,40,0.9425,0.894583,0.847917
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.09/target,200,600,0,6,6,0,0.0301508,1,17.0854,34,0.965,0.935,0.905
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.08/pattern,120,354,0,5.9,6,0.472582,0.0495798,1,13.7815,40,0.9425,0.894583,0.847917
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.08/target,200,600,0,6,6,0,0.0301508,1,17.0854,34,0.965,0.935,0.905
data/sip-instances/si/si2_bvg_b03m_800/si2_b03m_m800.02/pattern,160,192,0,2.4,21,2.63439,0.0150943,1,5.34434,9,0.97875,0.916562,0.816484
data/sip-instances/si/si2_bvg_b03m_800/si2_b03m_m800.02/target,800,1198,0,2.995,21,1.62249,0.00374844,0,7.14551,18,0.992509,0.982859,0.958403
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.07/pattern,120,354,0,5.9,6,0.472582,0.0495798,1,13.7815,40,0.9425,0.894583,0.847917
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.07/target,200,600,0,6,6,0,0.0301508,1,17.0854,34,0.965,0.935,0.905
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.06/pattern,120,354,0,5.9,6,0.472582,0.0495798,1,13.7815,40,0.9425,0.894583,0.847917
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.06/target,200,600,0,6,6,0,0.0301508,1,17.0854,34,0.965,0.935,0.905
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.05/pattern,120,354,0,5.9,6,0.472582,0.0495798,1,13.7815,40,0.9425,0.894583,0.847917
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.05/target,200,600,0,6,6,0,0.0301508,1,17.0854,34,0.965,0.935,0.905
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.04/pattern,120,354,0,5.9,6,0.472582,0.0495798,1,13.7815,40,0.9425,0.894583,0.847917
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.04/target,200,600,0,6,6,0,0.0301508,1,17.0854,34,0.965,0.935,0.905
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.03/pattern,120,354,0,5.9,6,0.472582,0.0495798,1,13.7815,40,0.9425,0.894583,0.847917
data/sip-instances/si/si6_bvg_b06_200/si6_b06_m200.03/target,200,600,0,6,6,0,0.0301508,1,17.0854,34,0.965,0.935,0.905
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.02/pattern,320,1416,0,8.85,9,0.708872,0.0277429,1,14.266,41,0.969219,0.920859,0.873516
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.02/target,800,3600,0,9,9,0,0.0112641,1,25.9061,51,0.9875,0.9675,0.9475
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.00/pattern,320,1416,0,8.85,9,0.708872,0.0277429,1,14.266,41,0.969219,0.920859,0.873516
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.00/target,800,3600,0,9,9,0,0.0112641,1,25.9061,51,0.9875,0.9675,0.9475
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.09/pattern,320,1419,0,8.86875,9,0.643447,0.0278017,1,14.2547,41,0.96916,0.920566,0.873223
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.09/target,800,3600,0,9,9,0,0.0112641,1,25.9061,51,0.9875,0.9675,0.9475
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.08/pattern,320,1417,0,8.85625,9,0.692341,0.0277625,1,14.2615,41,0.969199,0.920742,0.873398
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.08/target,800,3600,0,9,9,0,0.0112641,1,25.9061,51,0.9875,0.9675,0.9475
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.04/pattern,320,1417,0,8.85625,9,0.692341,0.0277625,1,14.2615,41,0.969199,0.920742,0.873398
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.04/target,800,3600,0,9,9,0,0.0112641,1,25.9061,51,0.9875,0.9675,0.9475
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.05/pattern,320,1419,0,8.86875,9,0.638571,0.0278017,1,14.2554,41,0.96916,0.920586,0.873242
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.05/target,800,3600,0,9,9,0,0.0112641,1,25.9061,51,0.9875,0.9675,0.9475
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.06/pattern,320,1416,0,8.85,9,0.708872,0.0277429,1,14.266,41,0.969219,0.920859,0.873516
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.06/target,800,3600,0,9,9,0,0.0112641,1,25.9061,51,0.9875,0.9675,0.9475
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.07/pattern,320,1417,0,8.85625,9,0.692341,0.0277625,1,14.2615,41,0.969199,0.920742,0.873398
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.07/target,800,3600,0,9,9,0,0.0112641,1,25.9061,51,0.9875,0.9675,0.9475
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.01/pattern,320,1416,0,8.85,9,0.708872,0.0277429,1,14.266,41,0.969219,0.920859,0.873516
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.01/target,800,3600,0,9,9,0,0.0112641,1,25.9061,51,0.9875,0.9675,0.9475
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.03/pattern,320,1417,0,8.85625,9,0.692341,0.0277625,1,14.2615,41,0.969199,0.920742,0.873398
data/sip-instances/si/si4_bvg_b09_800/si4_b09_m800.03/target,800,3600,0,9,9,0,0.0112641,1,25.9061,51,0.9875,0.9675,0.9475
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.01/pattern,160,237,0,2.9625,3,0.247171,0.0186321,1,27.3395,80,0.975234,0.950703,0.926484
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.01/target,400,600,0,3,3,0,0.0075188,1,50.6241,100,0.99,0.98,0.97
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.00/pattern,240,5415,0,45.125,61,5.71775,0.188808,1,1.81133,3,0.807813,0.000138889,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.00/target,400,15154,0,75.77,97,7.44359,0.1899,1,1.8101,2,0.808075,0,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.02/pattern,240,5393,0,44.9417,62,5.92072,0.18804,1,1.81217,3,0.808576,0.000208333,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.02/target,400,15158,0,75.79,97,7.65382,0.18995,1,1.81005,2,0.808025,0,0
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.02/pattern,160,237,0,2.9625,3,0.247171,0.0186321,1,27.3395,80,0.975234,0.950703,0.926484
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.02/target,400,600,0,3,3,0,0.0075188,1,50.6241,100,0.99,0.98,0.97
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.09/pattern,240,5442,0,45.35,60,6.39681,0.189749,1,1.81043,3,0.806875,0.000173611,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.09/target,400,15206,0,76.03,96,7.8749,0.190551,1,1.80945,2,0.807425,0,0
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.00/pattern,160,237,0,2.9625,3,0.247171,0.0186321,1,27.3395,80,0.975234,0.950703,0.926484
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.00/target,400,600,0,3,3,0,0.0075188,1,50.6241,100,0.99,0.98,0.97
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.08/pattern,240,5561,0,46.3417,63,6.04496,0.193898,1,1.8061,2,0.802743,0,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.08/target,400,15185,0,75.925,96,7.74464,0.190288,1,1.80971,2,0.807688,0,0
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.09/pattern,160,237,0,2.9625,3,0.247171,0.0186321,1,27.3395,80,0.975234,0.950703,0.926484
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.09/target,400,600,0,3,3,0,0.0075188,1,50.6241,100,0.99,0.98,0.97
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.08/pattern,160,237,0,2.9625,3,0.247171,0.0186321,1,27.3395,80,0.975234,0.950703,0.926484
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.08/target,400,600,0,3,3,0,0.0075188,1,50.6241,100,0.99,0.98,0.97
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.07/pattern,160,237,0,2.9625,3,0.247171,0.0186321,1,27.3395,80,0.975234,0.950703,0.926484
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.07/target,400,600,0,3,3,0,0.0075188,1,50.6241,100,0.99,0.98,0.97
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.07/pattern,240,5421,0,45.175,67,6.04037,0.189017,1,1.81112,3,0.807604,0.000138889,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.07/target,400,15165,0,75.825,99,8.24102,0.190038,1,1.80996,2,0.807937,0,0
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.06/pattern,160,237,0,2.9625,3,0.247171,0.0186321,1,27.3395,80,0.975234,0.950703,0.926484
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.06/target,400,600,0,3,3,0,0.0075188,1,50.6241,100,0.99,0.98,0.97
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.05/pattern,160,237,0,2.9625,3,0.247171,0.0186321,1,27.3395,80,0.975234,0.950703,0.926484
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.05/target,400,600,0,3,3,0,0.0075188,1,50.6241,100,0.99,0.98,0.97
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.04/pattern,160,237,0,2.9625,3,0.247171,0.0186321,1,27.3395,80,0.975234,0.950703,0.926484
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.04/target,400,600,0,3,3,0,0.0075188,1,50.6241,100,0.99,0.98,0.97
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.06/pattern,240,5463,0,45.525,64,6.19067,0.190481,1,1.80962,3,0.806146,0.000104167,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.06/target,400,15168,0,75.84,101,7.85871,0.190075,1,1.80992,2,0.8079,0,0
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.03/pattern,160,237,0,2.9625,3,0.247171,0.0186321,1,27.3395,80,0.975234,0.950703,0.926484
data/sip-instances/si/si4_bvg_b03_400/si4_b03_m400.03/target,400,600,0,3,3,0,0.0075188,1,50.6241,100,0.99,0.98,0.97
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.03/pattern,240,5507,0,45.8917,65,5.91579,0.192015,1,1.80816,3,0.804618,0.000173611,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.03/target,400,15174,0,75.87,98,8.18463,0.19015,1,1.80985,2,0.807825,0,0
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.01/pattern,153,398,0,5.20261,12,2.07808,0.0342277,1,3.64542,8,0.95946,0.841813,0.570208
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.01/target,256,774,0,6.04688,12,1.49666,0.0237132,1,3.79213,7,0.972473,0.885681,0.644379
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.05/pattern,240,5386,0,44.8833,60,5.48663,0.187796,1,1.81227,3,0.808819,6.94444e-05,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.05/target,400,15153,0,75.765,95,7.34573,0.189887,1,1.81011,2,0.808087,0,0
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.02/pattern,153,359,0,4.69281,10,1.93786,0.0308738,1,3.85518,8,0.962792,0.864539,0.641121
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.02/target,256,773,0,6.03906,10,1.43561,0.0236826,1,3.8095,7,0.972504,0.88739,0.650726
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.04/pattern,240,5443,0,45.3583,62,5.89038,0.189784,1,1.81039,3,0.80684,0.000173611,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.04/target,400,15176,0,75.88,102,7.98283,0.190175,1,1.80982,2,0.8078,0,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.01/pattern,240,5501,0,45.8417,61,5.58942,0.191806,1,1.8084,3,0.804826,0.000208333,0
data/sip-instances/si/si6_rand_r01_400/si6_r01_m400.01/target,400,15151,0,75.755,101,7.31437,0.189862,1,1.81014,2,0.808113,0,0
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.00/pattern,153,350,0,4.57516,9,1.95603,0.0300998,1,3.91073,7,0.963561,0.869238,0.65855
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.00/target,256,772,0,6.03125,11,1.47869,0.023652,1,3.87381,8,0.972534,0.888275,0.660492
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.09/pattern,153,329,0,4.30065,9,1.87549,0.0282938,1,4.0258,7,0.965355,0.877526,0.687599
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.09/target,256,773,0,6.03906,11,1.38294,0.0236826,1,3.82282,7,0.972504,0.887939,0.655945
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.08/pattern,153,342,0,4.47059,9,1.79345,0.0294118,1,3.99424,7,0.964245,0.873425,0.671707
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.08/target,256,773,0,6.03906,10,1.38294,0.0236826,1,3.80763,7,0.972504,0.888153,0.654602
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.07/pattern,153,345,0,4.5098,10,1.89639,0.0296698,1,3.86128,7,0.963988,0.868555,0.646162
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.07/target,256,773,0,6.03906,10,1.49427,0.0236826,1,3.83434,8,0.972504,0.887177,0.651062
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.06/pattern,153,362,0,4.73203,9,2.01305,0.0311318,1,3.74811,7,0.962536,0.859498,0.610193
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.06/target,256,773,0,6.03906,11,1.43561,0.0236826,1,3.79596,7,0.972504,0.887604,0.647766
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.05/pattern,153,367,0,4.79739,9,2.10309,0.0315617,1,3.84297,7,0.962109,0.859071,0.623863
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.05/target,256,774,0,6.04688,9,1.46501,0.0237132,1,3.84743,7,0.972473,0.887634,0.655823
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.04/pattern,153,364,0,4.75817,10,2.1814,0.0313037,1,3.76969,7,0.962365,0.856508,0.60968
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.04/target,256,774,0,6.04688,10,1.46234,0.0237132,1,3.82552,7,0.972473,0.887085,0.652618
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.03/pattern,153,348,0,4.54902,9,1.92656,0.0299278,1,3.76832,7,0.963732,0.863941,0.62523
data/sip-instances/si/si6_m4D_m4Dr4_256/si6_m4Dr4_m256.03/target,256,773,0,6.03906,10,1.41091,0.0236826,1,3.79951,7,0.972504,0.886963,0.648102
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.09/pattern,40,163,0,8.15,13,2.25333,0.208974,1,1.92692,3,0.77125,0.1325,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.09/target,200,3764,0,37.64,50,5.19812,0.189146,1,1.81141,3,0.8068,0.00055,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.08/pattern,40,157,0,7.85,13,2.31894,0.201282,1,1.97051,3,0.77875,0.1675,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.08/target,200,3789,0,37.89,54,5.51343,0.190402,1,1.81,3,0.80555,0.0004,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.07/pattern,40,156,0,7.8,13,2.7037,0.2,1,1.97436,4,0.78,0.16875,0.00125
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.07/target,200,3794,0,37.94,56,6.12914,0.190653,1,1.81005,3,0.8053,0.0007,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.06/pattern,40,153,0,7.65,14,2.28637,0.196154,1,1.97308,3,0.78375,0.165,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.06/target,200,3780,0,37.8,52,5.43415,0.18995,1,1.8107,3,0.806,0.00065,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.05/pattern,40,159,0,7.95,14,2.54902,0.203846,1,1.95256,3,0.77625,0.1525,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.05/target,200,3789,0,37.89,55,5.23143,0.190402,1,1.80975,3,0.80555,0.00015,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.04/pattern,40,143,0,7.15,12,2.15116,0.183333,1,2.04615,4,0.79625,0.2225,0.00125
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.04/target,200,3785,0,37.85,53,5.76086,0.190201,1,1.8103,3,0.80575,0.0005,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.03/pattern,40,141,0,7.05,15,2.47942,0.180769,1,2.03205,4,0.79875,0.20625,0.00125
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.03/target,200,3788,0,37.88,52,5.7407,0.190352,1,1.81045,3,0.8056,0.0008,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.01/pattern,40,161,0,8.05,14,2.72901,0.20641,1,1.95769,3,0.77375,0.16,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.01/target,200,3767,0,37.67,52,5.61526,0.189296,1,1.81146,3,0.80665,0.00075,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.02/pattern,40,154,0,7.7,13,2.45153,0.197436,1,1.9859,4,0.7825,0.1775,0.00125
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.02/target,200,3798,0,37.98,53,5.21149,0.190854,1,1.80935,3,0.8051,0.0002,0
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.00/pattern,40,137,0,6.85,12,2.48546,0.175641,1,2.07821,4,0.80375,0.2425,0.005
data/sip-instances/si/si2_rand_r01_200/si2_r01_m200.00/target,200,3795,0,37.95,54,5.46146,0.190704,1,1.80975,3,0.80525,0.00045,0
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.02/pattern,120,206,0,3.43333,7,1.56915,0.0288515,1,3.91232,8,0.963056,0.876806,0.653611
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.02/target,200,447,0,4.47,11,1.9259,0.0224623,1,3.70332,7,0.97265,0.88315,0.605
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.00/pattern,120,212,0,3.53333,10,1.71723,0.0296919,1,3.92017,8,0.962222,0.869444,0.645278
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.00/target,200,440,0,4.4,12,2.09284,0.0221106,1,3.71231,7,0.973,0.88235,0.6072
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.09/pattern,120,191,0,3.18333,7,1.56516,0.0267507,1,4.23361,9,0.965139,0.889722,0.712778
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.09/target,200,448,0,4.48,11,2.07836,0.0225126,1,3.67729,8,0.9726,0.87975,0.5965
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.08/pattern,120,199,0,3.31667,10,1.82567,0.0278711,1,4.01401,8,0.964028,0.877222,0.663333
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.08/target,200,440,0,4.4,11,2.07846,0.0221106,1,3.6809,8,0.973,0.8811,0.59595
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.07/pattern,120,212,0,3.53333,12,2.03279,0.0296919,1,3.81527,8,0.962222,0.862778,0.616667
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.07/target,200,442,0,4.42,12,2.1386,0.0222111,1,3.69844,7,0.9729,0.8815,0.6017
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.06/pattern,120,211,0,3.51667,9,1.81192,0.0295518,1,3.91653,8,0.962361,0.868472,0.63875
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.06/target,200,450,0,4.5,14,2.14476,0.0226131,1,3.64824,7,0.9725,0.87765,0.58545
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.05/pattern,120,188,0,3.13333,8,1.54883,0.0263305,1,4.40168,11,0.965556,0.894028,0.727778
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.05/target,200,451,0,4.51,13,2.08564,0.0226633,1,3.67819,8,0.97245,0.87855,0.5927
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.04/pattern,120,199,0,3.31667,7,1.59156,0.0278711,1,4.1014,9,0.964028,0.881667,0.680833
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.04/target,200,438,0,4.38,10,2.01633,0.0220101,1,3.69427,7,0.9731,0.8839,0.60585
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.03/pattern,120,193,0,3.21667,9,1.57153,0.0270308,1,4.16681,8,0.964861,0.888472,0.709306
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.03/target,200,445,0,4.45,10,1.90197,0.0223618,1,3.66201,6,0.97275,0.8822,0.60055
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.01/pattern,120,199,0,3.31667,9,1.8211,0.0278711,1,4.06513,9,0.964028,0.879861,0.68
data/sip-instances/si/si6_rand_r001_200/si6_r001_m200.01/target,200,444,0,4.44,12,2.13691,0.0223116,1,3.70879,8,0.9728,0.8805,0.5964
data/sip-instances/si/si2_bvg_b03_200/si2_b03_m200.09/pattern,40,57,0,2.85,3,0.47697,0.0730769,1,7.35769,20,0.90375,0.81125,0.72375
data/sip-instances/si/si2_bvg_b03_200/si2_b03_m200.09/target,200,300,0,3,3,0,0.0150754,1,25.6231,50,0.98,0.96,0.94
data/sip-instances/si/si2_bvg_b03_200/si2_b03_m200.08/pattern,40,57,0,2.85,3,0.47697,0.0730769,1,7.35769,20,0.90375,0.81125,0.72375
data/sip-instances/si/si2_bvg_b03_200/si2_b03_m200.08/target,200,300,0,3,3,0,0.0150754,1,25.6231,50,0.98,0.96,0.94
data/sip-instances/si/si2_bvg_b03_200/si2_b03_m200.07/pattern,40,57,0,2.85,3,0.47697,0.0730769,1,7.35769,20,0.90375,0.81125,0.72375
data/sip-instances/si/si2_bvg_b03_200/si2_b03_m200.07/target,200,300,0,3,3,0,0.0150754,1,25.6231,50,0.98,0.96,0.94
data/sip-instances/si/si2_bvg_b03_200/si2_b03_m200.06/pattern,40,57,0,2.85,3,0.47697,0.0730769,1,7.35769,20,0.90375,0.81125,0.72375
data/sip-instances/si/si2_bvg_b03_200/si2_b03_m200.06/target,200,300,0,3,3,0,0.0150754,1,25.6231,50,0.98,0.96,0.94
data/sip-instances/si/si2_bvg_b03_200/si2_b03_m200.05/pattern,40,57,0,2.85,3,0.47697,0.0730769,1,7.35769,20,0.90375,0.81125,0.72375
data/sip-instances/si/si2_bvg_b03_200/si2_b03_m200.05/target,200,300,0,3,3,0,0.0150754,1,25.6231,50,0.98,0.96,0.94
